ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7.1	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
14	The farmers like to baste it with wine.	Butter was basted by people.	Different types of marinades were basted over potatoes by us.	The cheese was basted over the vegetables.	It was basted by locals.	Potatoes were basted with butter by people.	It was basted with the sauce.	Locals baste vinegar over the meat.	The monks were basted the sauce over it.	The farmers like to baste vinegar it.	The farmers like to baste with different types of marinades over it.	We like to baste butter of beans.	The farmers like to baste different types of marinades under potatoes.	Wine baste locals over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA3 PNounB4	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass3 VerbPass PNounA3
45	We like to baste potatoes with butter.	The sauce was basted by the monks.	Wine was basted over the vegetables by locals.	The cheese was basted over the vegetables.	Potatoes were basted by us.	It was basted with the sauce by the monks.	It was basted with butter.	We like to baste the sauce over it.	The monks were basted the sauce over the meat.	We like to baste different types of marinades them.	The farmers like to baste with butter over it.	People baste different types of marinades of seafood.	The farmers like to baste butter under it.	Different types of marinades baste us over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA2 PNounB3	NounBPass4 VerbPass PSubj4	NounBPass5 VerbPass PNounA3 PSubj5	NounBPass3 VerbPass PNounA5
66	We like to baste them with butter.	The sauce was basted by the monks.	The sauce was basted over potatoes by the monks.	Different types of marinades were basted over them.	The vegetables were basted by us.	It was basted with the sauce by the monks.	The meat was basted with wine.	People baste butter over the meat.	People were basted butter over the vegetables.	People baste wine potatoes.	The monks baste with wine over the meat.	People baste wine from France.	The monks baste butter under potatoes.	Different types of marinades baste us over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA5 PNounB2	NounBPass1 VerbPass PSubj1	NounBPass4 VerbPass PNounA4 PSubj4	NounBPass1 VerbPass PNounA5
67	The farmers like to baste them with different types of marinades.	Butter was basted by people.	Wine was basted over it by locals.	The sauce was basted over potatoes.	They were basted by the farmers.	The vegetables were basted with wine by locals.	The vegetables were basted with the vinegar.	Locals baste vinegar over the vegetables.	Locals were basted wine over the vegetables.	We like to baste vinegar the meat.	The farmers like to baste with butter over the meat.	The monks baste the sauce of tomatoes.	The farmers like to baste vinegar under it.	Wine baste locals over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA4 PNounB3	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass4 VerbPass PNounA2
33	The farmers like to baste potatoes with wine.	Different types of marinades were basted by us.	The cheese was basted over them by the farmers.	The sauce was basted over potatoes.	It was basted by us.	Potatoes were basted with the vinegar by the farmers.	The meat was basted with butter.	We like to baste different types of marinades over them.	Locals were basted wine over potatoes.	The monks baste vinegar potatoes.	We like to baste with different types of marinades over the vegetables.	The farmers like to baste butter of beans.	People baste different types of marinades under the vegetables.	Different types of marinades baste us over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA4 PNounB5	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass2 VerbPass PNounA1
83	People baste them with different types of marinades.	Different types of marinades were basted by us.	Different types of marinades were basted over the vegetables by us.	Different types of marinades were basted over it.	The meat was basted by us.	They were basted with different types of marinades by us.	The meat was basted with wine.	Locals baste wine over potatoes.	The farmers were basted vinegar over it.	We like to baste vinegar the meat.	The monks baste with wine over potatoes.	Locals baste the sauce of tomatoes.	The monks baste wine under potatoes.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA5 PNounB3	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass5 VerbPass PNounA3
85	We like to baste it with the vinegar.	Butter was basted by people.	Wine was basted over the vegetables by locals.	The sauce was basted over the meat.	The meat was basted by people.	The meat was basted with different types of marinades by us.	The meat was basted with wine.	We like to baste wine over the meat.	Locals were basted wine over them.	The farmers like to baste butter them.	The monks baste with wine over it.	People baste the sauce of tomatoes.	We like to baste the sauce under them.	Wine baste locals over them.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA5 PNounB3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA3 PSubj3	NounBPass1 VerbPass PNounA4
90	The monks baste them with the vinegar.	Butter was basted by people.	Wine was basted over the vegetables by locals.	The sauce was basted over it.	It was basted by the monks.	The meat was basted with the sauce by the monks.	The vegetables were basted with the sauce.	The monks baste butter over it.	The farmers were basted vinegar over it.	The monks baste different types of marinades the meat.	Locals baste with different types of marinades over them.	The farmers like to baste different types of marinades of seafood.	We like to baste the sauce under the vegetables.	Butter baste people over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA2 PNounB3	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass5 VerbPass PNounA5
30	We like to baste them with wine.	The sauce was basted by the monks.	Butter was basted over potatoes by people.	The sauce was basted over the vegetables.	They were basted by locals.	The meat was basted with wine by locals.	It was basted with the sauce.	We like to baste the sauce over them.	The farmers were basted vinegar over them.	People baste wine it.	Locals baste with the vinegar over the meat.	We like to baste vinegar from Italy.	People baste wine under the vegetables.	Vinegar baste the farmers over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA5 PNounB1	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass2 VerbPass PNounA1
31	Locals baste them with different types of marinades.	Wine was basted by locals.	The sauce was basted over them by the monks.	Different types of marinades were basted over potatoes.	The meat was basted by the monks.	It was basted with butter by people.	It was basted with the sauce.	People baste the sauce over the meat.	The farmers were basted vinegar over it.	The monks baste different types of marinades the meat.	People baste with wine over the vegetables.	People baste vinegar from Italy.	Locals baste butter under the meat.	Vinegar baste the farmers over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA2 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass1 VerbPass PNounA2
22	The farmers like to baste them with butter.	The cheese was basted by the farmers.	The cheese was basted over it by the farmers.	Wine was basted over it.	Potatoes were basted by the farmers.	They were basted with different types of marinades by us.	The vegetables were basted with the sauce.	The farmers like to baste butter over potatoes.	People were basted butter over the meat.	The farmers like to baste wine them.	The farmers like to baste with wine over them.	Locals baste the sauce of tomatoes.	The farmers like to baste different types of marinades under it.	Different types of marinades baste us over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounA4 PNounB2	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass4 VerbPass PNounA3
77	The monks baste the vegetables with different types of marinades.	The sauce was basted by the monks.	The cheese was basted over them by the farmers.	The sauce was basted over them.	The meat was basted by us.	Potatoes were basted with the vinegar by the farmers.	Potatoes were basted with the sauce.	We like to baste vinegar over it.	The farmers were basted vinegar over the meat.	The farmers like to baste vinegar the meat.	The farmers like to baste with the sauce over it.	The farmers like to baste wine from France.	The farmers like to baste the sauce under the vegetables.	Wine baste locals over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA3 PNounB5	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass3 VerbPass PNounA5
84	The farmers like to baste the meat with butter.	The sauce was basted by the monks.	Different types of marinades were basted over potatoes by us.	The cheese was basted over them.	The vegetables were basted by locals.	The vegetables were basted with the sauce by the monks.	The meat was basted with the sauce.	We like to baste different types of marinades over the meat.	People were basted butter over them.	Locals baste different types of marinades the vegetables.	People baste with different types of marinades over potatoes.	We like to baste vinegar from Italy.	The monks baste wine under potatoes.	Different types of marinades baste us over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA5 PNounB5	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass4 VerbPass PNounA1
1	We like to baste the vegetables with the vinegar.	The sauce was basted by the monks.	Different types of marinades were basted over them by us.	The sauce was basted over it.	Potatoes were basted by us.	The meat was basted with different types of marinades by us.	Potatoes were basted with different types of marinades.	Locals baste different types of marinades over it.	The monks were basted the sauce over the meat.	The monks baste different types of marinades it.	Locals baste with the vinegar over the meat.	The monks baste different types of marinades of seafood.	We like to baste butter under the vegetables.	Vinegar baste the farmers over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA3 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass2 VerbPass PNounA3
36	The farmers like to baste them with butter.	Different types of marinades were basted by us.	Butter was basted over the meat by people.	The cheese was basted over the meat.	It was basted by locals.	The vegetables were basted with the sauce by the monks.	Potatoes were basted with different types of marinades.	Locals baste different types of marinades over them.	People were basted butter over the meat.	We like to baste butter it.	Locals baste with the vinegar over it.	The farmers like to baste vinegar from Italy.	Locals baste different types of marinades under them.	Different types of marinades baste us over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA2 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass3 VerbPass PNounA4
72	Locals baste them with wine.	The sauce was basted by the monks.	Different types of marinades were basted over potatoes by us.	The sauce was basted over potatoes.	The vegetables were basted by the monks.	They were basted with different types of marinades by us.	Potatoes were basted with wine.	The monks baste wine over the meat.	The farmers were basted vinegar over them.	The monks baste wine the meat.	We like to baste with the vinegar over potatoes.	Locals baste different types of marinades of seafood.	People baste the sauce under the meat.	Vinegar baste the farmers over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA2 PNounB1	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass1 VerbPass PNounA2
50	The monks baste it with the vinegar.	The cheese was basted by the farmers.	Wine was basted over them by locals.	Butter was basted over them.	Potatoes were basted by locals.	The vegetables were basted with different types of marinades by us.	Potatoes were basted with the vinegar.	The monks baste butter over the vegetables.	The monks were basted the sauce over them.	We like to baste different types of marinades the vegetables.	The farmers like to baste with the sauce over the vegetables.	Locals baste butter of beans.	The farmers like to baste different types of marinades under it.	Vinegar baste the farmers over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA4 PNounB5	NounBPass5 VerbPass PSubj5	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass5 VerbPass PNounA4
43	People baste it with the vinegar.	Different types of marinades were basted by us.	Wine was basted over the vegetables by locals.	The cheese was basted over potatoes.	The meat was basted by the monks.	Potatoes were basted with butter by people.	They were basted with the vinegar.	We like to baste vinegar over them.	People were basted butter over potatoes.	The monks baste the sauce it.	Locals baste with the vinegar over the meat.	Locals baste vinegar from Italy.	People baste vinegar under the meat.	Different types of marinades baste us over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounA4 PNounB5	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass2 VerbPass PNounA3
98	Locals baste them with the vinegar.	Butter was basted by people.	Different types of marinades were basted over them by us.	The sauce was basted over potatoes.	The vegetables were basted by the farmers.	They were basted with different types of marinades by us.	They were basted with the sauce.	We like to baste the sauce over potatoes.	Locals were basted wine over it.	Locals baste the sauce them.	The monks baste with the vinegar over them.	We like to baste wine from France.	We like to baste vinegar under them.	The sauce baste the monks over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounA1 PNounB2	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass2 VerbPass PNounA2
40	The farmers like to baste them with the vinegar.	Butter was basted by people.	Butter was basted over potatoes by people.	Different types of marinades were basted over potatoes.	Potatoes were basted by the monks.	The meat was basted with different types of marinades by us.	It was basted with the sauce.	The monks baste different types of marinades over them.	We were basted different types of marinades over them.	The monks baste vinegar potatoes.	The monks baste with wine over it.	We like to baste wine from France.	People baste butter under the meat.	The sauce baste the monks over the vegetables.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA5 PNounB4	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass2 VerbPass PNounA3
4	People baste the meat with the sauce.	Butter was basted by people.	The cheese was basted over the vegetables by the farmers.	Butter was basted over the meat.	The meat was basted by the farmers.	They were basted with butter by people.	Potatoes were basted with the sauce.	The monks baste different types of marinades over it.	People were basted butter over them.	We like to baste different types of marinades potatoes.	The farmers like to baste with the sauce over potatoes.	We like to baste wine from France.	Locals baste the sauce under them.	Butter baste people over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA1 PNounB1	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA3 PSubj5	NounBPass2 VerbPass PNounA5
7	We like to baste them with butter.	The cheese was basted by the farmers.	Butter was basted over them by people.	Different types of marinades were basted over the meat.	Potatoes were basted by people.	They were basted with the vinegar by the farmers.	Potatoes were basted with the sauce.	People baste the sauce over potatoes.	We were basted different types of marinades over the vegetables.	The monks baste vinegar it.	Locals baste with different types of marinades over the meat.	We like to baste different types of marinades of seafood.	People baste the sauce under the vegetables.	Wine baste locals over it.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounA2 PNounB2	NounBPass5 VerbPass PSubj5	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass1 VerbPass PNounA1
13	The farmers like to baste the meat with different types of marinades.	The cheese was basted by the farmers.	The sauce was basted over the meat by the monks.	Different types of marinades were basted over them.	The meat was basted by locals.	Potatoes were basted with different types of marinades by us.	The vegetables were basted with wine.	Locals baste wine over it.	Locals were basted wine over the meat.	People baste different types of marinades it.	We like to baste with the vinegar over them.	We like to baste butter of beans.	The farmers like to baste the sauce under the meat.	Different types of marinades baste us over potatoes.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounA1 PNounB5	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass1 VerbPass PNounA3
38	Locals baste the vegetables with butter.	The cheese was basted by the farmers.	Different types of marinades were basted over the meat by us.	The sauce was basted over potatoes.	They were basted by people.	It was basted with butter by people.	The meat was basted with the sauce.	The farmers like to baste butter over the vegetables.	The monks were basted the sauce over potatoes.	The farmers like to baste the sauce potatoes.	The monks baste with different types of marinades over them.	The monks baste vinegar from Italy.	Locals baste different types of marinades under the meat.	Butter baste people over the meat.	Different types of marinades baste us over the meat.	The meat baste us with different types of marinades.	Different types of marinades baste the meat us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounA2 PNounB4	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass2 VerbPass PNounA1
