ID,Sent_1,Sent_2,Sent_3,Sent_4,Sent_5,Sent_6,Sent_7,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Answer_value_1,Answer_value_2,Answer_value_3,Answer_value_4,Answer_value_5,Answer_value_6,Answer_label_1,Answer_label_2,Answer_label_3,Answer_label_4,Answer_label_5,Answer_label_6
464,Les producteurs du film sur l'artiste ont gagné la palme d’or .,Le producteur du film sur l'artiste a gagné la palme d’or .,Les producteurs des films sur l'artiste ont gagné la palme d’or .,Le producteur des films sur l'artiste a gagné la palme d’or .,Les producteurs du film ont gagné la palme d’or .,Le producteur du film a gagné la palme d’or .,Les producteurs des films ont gagné la palme d’or .,Les producteurs des films a gagné la palme d’or .,Le producteur du film a gagné la palme d’or .,Le producteur des films ont gagné la palme d’or .,Le producteur et les films ont gagné la palme d’or .,Le producteur des films sur les artistes a gagné la palme d’or .,Le producteur des films a gagné la palme d’or .,False,False,False,False,False,True,N1_alter,N2_alter,agreement_error,coordination,mis_num,True
465,Les chats sur le toit du voisin miaulent depuis hier soir .,Le chat sur le toit du voisin miaule depuis hier soir .,Les chats sur les toits du voisin miaulent depuis hier soir .,Le chat sur les toits du voisin miaule depuis hier soir .,Les chats sur le toit miaulent depuis hier soir .,Le chat sur le toit miaule depuis hier soir .,Les chats sur les toits miaulent depuis hier soir .,Le chat sur le toit miaule depuis hier soir .,Le chat sur les toits des voisins miaule depuis hier soir .,Le chat sur les toits miaulent depuis hier soir .,Les chats sur les toits miaule depuis hier soir .,Le chat sur les toits miaule depuis hier soir .,Le chat et les toits miaulent depuis hier soir .,False,False,False,False,True,False,N2_alter,mis_num,agreement_error,N1_alter,True,coordination
466,Les chiens sur le coussin du bébé s’endormaient .,Le chien sur le coussin du bébé s'endormait .,Les chiens sur les coussins du bébé s’endormaient .,Le chien sur les coussins du bébé s'endormait .,Les chiens sur le coussin s’endormaient .,Le chien sur le coussin s'endormait .,Les chiens sur les coussins s’endormaient .,Les chiens sur les coussins s'endormait .,Le chien sur les coussins s'endormait .,Le chien sur les coussins s’endormaient .,Le chien et les coussins s’endormaient .,Le chien sur le coussin s'endormait .,Le chien sur les coussins des bébés s'endormait .,False,True,False,False,False,False,N1_alter,True,agreement_error,coordination,N2_alter,mis_num
467,Les grévistes sur l'escalier du patron bloquaient la porte .,Le gréviste sur l'escalier du patron bloquait la porte .,Les grévistes sur les escaliers du patron bloquaient la porte .,Le gréviste sur les escaliers du patron bloquait la porte .,Les grévistes sur l'escalier bloquaient la porte .,Le gréviste sur l'escalier bloquait la porte .,Les grévistes sur les escaliers bloquaient la porte .,Le gréviste sur les escaliers bloquait la porte .,Le gréviste sur les escaliers des patrons bloquait la porte .,Le gréviste sur les escaliers bloquaient la porte .,Le gréviste sur l'escalier bloquait la porte .,Le gréviste et les escaliers bloquaient la porte .,Les grévistes sur les escaliers bloquait la porte .,True,False,False,False,False,False,True,mis_num,agreement_error,N2_alter,coordination,N1_alter
468,Les architectes du château du millionnaire ont perdu les plans .,L'architecte du château du millionnaire a perdu les plans .,Les architectes des châteaux du millionnaire ont perdu les plans .,L'architecte des châteaux du millionnaire a perdu les plans .,Les architectes du château ont perdu les plans .,L'architecte du château a perdu les plans .,Les architectes des châteaux ont perdu les plans .,L'architecte des châteaux a perdu les plans .,L'architecte des châteaux ont perdu les plans .,L'architecte des châteaux des millionnaires a perdu les plans .,L'architecte et les châteaux ont perdu les plans .,Les architectes des châteaux a perdu les plans .,L'architecte du château a perdu les plans .,True,False,False,False,False,False,True,agreement_error,mis_num,coordination,N1_alter,N2_alter
469,Les victimes du mensonge du policier ont porté plainte .,La victime du mensonge du policier a porté plainte .,Les victimes des mensonges du policier ont porté plainte .,La victime des mensonges du policier a porté plainte .,Les victimes du mensonge ont porté plainte .,La victime du mensonge a porté plainte .,Les victimes des mensonges ont porté plainte .,Les victimes des mensonges a porté plainte .,La victime des mensonges des policiers a porté plainte .,La victime des mensonges ont porté plainte .,La victime du mensonge a porté plainte .,La victime des mensonges a porté plainte .,La victime et les mensonges ont porté plainte .,False,False,False,False,True,False,N1_alter,mis_num,agreement_error,N2_alter,True,coordination
470,Les voleurs de la voiture du garagiste ont fait une embardée .,Le voleur de la voiture du garagiste a fait une embardée .,Les voleurs des voitures du garagiste ont fait une embardée .,Le voleur des voitures du garagiste a fait une embardée .,Les voleurs de la voiture ont fait une embardée .,Le voleur de la voiture a fait une embardée .,Les voleurs des voitures ont fait une embardée .,Le voleur des voitures ont fait une embardée .,Le voleur des voitures a fait une embardée .,Les voleurs des voitures a fait une embardée .,Le voleur des voitures des garagistes a fait une embardée .,Le voleur de la voiture a fait une embardée .,Le voleur et les voitures ont fait une embardée .,False,True,False,False,False,False,agreement_error,True,N1_alter,mis_num,N2_alter,coordination
471,Les responsables du droit de l'immigré vont démissionner .,Le responsable du droit de l'immigré va démissionner .,Les responsables des droits de l'immigré vont démissionner .,Le responsable des droits de l'immigré va démissionner .,Les responsables du droit vont démissionner .,Le responsable du droit va démissionner .,Les responsables des droits vont démissionner .,Le responsable des droits vont démissionner .,Le responsable du droit va démissionner .,Le responsable des droits des immigrés va démissionner .,Le responsable des droits va démissionner .,Le responsable et les droits vont démissionner .,Les responsables des droits va démissionner .,False,False,False,True,False,False,agreement_error,N2_alter,mis_num,True,coordination,N1_alter
472,Les gamins du clochard près de la poubelle pleurent .,Le gamin du clochard près de la poubelle pleure .,Les gamins des clochards près de la poubelle pleurent .,Le gamin des clochards près de la poubelle pleure .,Les gamins du clochard pleurent .,Le gamin du clochard pleure .,Les gamins des clochards pleurent .,Les gamins des clochards pleure .,Le gamin des clochards pleure .,Le gamin du clochard pleure .,Le gamin des clochards près des poubelles pleure .,Le gamin des clochards pleurent .,Le gamin et les clochards pleurent .,False,True,False,False,False,False,N1_alter,True,N2_alter,mis_num,agreement_error,coordination
473,Les avocats de l'assassin du village vont revenir .,L'avocat de l'assassin du village va revenir .,Les avocats des assassins du village vont revenir .,L'avocat des assassins du village va revenir .,Les avocats de l'assassin vont revenir .,L'avocat de l'assassin va revenir .,Les avocats des assassins vont revenir .,Les avocats des assassins va revenir .,L'avocat et les assassins vont revenir .,L'avocat de l'assassin va revenir .,L'avocat des assassins vont revenir .,L'avocat des assassins des villages va revenir .,L'avocat des assassins va revenir .,False,False,False,False,False,True,N1_alter,coordination,N2_alter,agreement_error,mis_num,True
474,Les cochons du laboureur du champs se vautraient dans la mare .,Le cochon du laboureur du champs se vautrait dans la mare .,Les cochons des laboureurs du champs se vautraient dans la mare .,Le cochon des laboureurs du champs se vautrait dans la mare .,Les cochons du laboureur se vautraient dans la mare .,Le cochon du laboureur se vautrait dans la mare .,Les cochons des laboureurs se vautraient dans la mare .,Le cochon des laboureurs se vautrait dans la mare .,Les cochons des laboureurs se vautrait dans la mare .,Le cochon des laboureurs des champs se vautrait dans la mare .,Le cochon et les laboureurs se vautraient dans la mare .,Le cochon du laboureur se vautrait dans la mare .,Le cochon des laboureurs se vautraient dans la mare .,True,False,False,False,False,False,True,N1_alter,mis_num,coordination,N2_alter,agreement_error
475,Les copines du propriétaire de la villa dormaient sur la plage .,La copine du propriétaire de la villa dormait sur la plage .,Les copines des propriétaires de la villa dormaient sur la plage .,La copine des propriétaires de la villa dormait sur la plage .,Les copines du propriétaire dormaient sur la plage .,La copine du propriétaire dormait sur la plage .,Les copines des propriétaires dormaient sur la plage .,La copine du propriétaire dormait sur la plage .,La copine des propriétaires dormaient sur la plage .,La copine des propriétaires des villas dormait sur la plage .,Les copines des propriétaires dormait sur la plage .,La copine et les propriétaires dormaient sur la plage .,La copine des propriétaires dormait sur la plage .,False,False,False,False,False,True,N2_alter,agreement_error,mis_num,N1_alter,coordination,True
476,Les accompagnatrices du musicien de la rue jouaient merveilleusement .,L'accompagnatrice du musicien de la rue jouait merveilleusement .,Les accompagnatrices des musiciens de la rue jouaient merveilleusement .,L'accompagnatrice des musiciens de la rue jouait merveilleusement .,Les accompagnatrices du musicien jouaient merveilleusement .,L'accompagnatrice du musicien jouait merveilleusement .,Les accompagnatrices des musiciens jouaient merveilleusement .,L'accompagnatrice du musicien jouait merveilleusement .,L'accompagnatrice et les musiciens jouaient merveilleusement .,L'accompagnatrice des musiciens jouait merveilleusement .,L'accompagnatrice des musiciens jouaient merveilleusement .,L'accompagnatrice des musiciens des rues jouait merveilleusement .,Les accompagnatrices des musiciens jouait merveilleusement .,False,False,True,False,False,False,N2_alter,coordination,True,agreement_error,mis_num,N1_alter
477,Les professeurs de mon cousin sur la photo ressemblent à une star .,Le professeur de mon cousin sur la photo ressemble à une star .,Les professeurs de mes cousins sur la photo ressemblent à une star .,Le professeur de mes cousins sur la photo ressemble à une star .,Les professeurs de mon cousin ressemblent à une star .,Le professeur de mon cousin ressemble à une star .,Les professeurs de mes cousins ressemblent à une star .,Les professeurs de mes cousins ressemble à une star .,Le professeur de mon cousin ressemble à une star .,Le professeur de mes cousins sur les photos ressemble à une star .,Le professeur et mes cousins ressemblent à une star .,Le professeur de mes cousins ressemble à une star .,Le professeur de mes cousins ressemblent à une star .,False,False,False,False,True,False,N1_alter,N2_alter,mis_num,coordination,True,agreement_error
478,Les entraîneurs du vainqueur du match vont recevoir une grosse récompense .,L'entraîneur du vainqueur du match va recevoir une grosse récompense .,Les entraîneurs des vainqueurs du match vont recevoir une grosse récompense .,L'entraîneur des vainqueurs du match va recevoir une grosse récompense .,Les entraîneurs du vainqueur vont recevoir une grosse récompense .,L'entraîneur du vainqueur va recevoir une grosse récompense .,Les entraîneurs des vainqueurs vont recevoir une grosse récompense .,L'entraîneur des vainqueurs vont recevoir une grosse récompense .,L'entraîneur et les vainqueurs vont recevoir une grosse récompense .,L'entraîneur des vainqueurs va recevoir une grosse récompense .,L'entraîneur du vainqueur va recevoir une grosse récompense .,Les entraîneurs des vainqueurs va recevoir une grosse récompense .,L'entraîneur des vainqueurs des matchs va recevoir une grosse récompense .,False,False,True,False,False,False,agreement_error,coordination,True,N2_alter,N1_alter,mis_num
479,Les possesseurs du perroquet dans l'arbre vont venir .,Le possesseur du perroquet dans l'arbre va venir .,Les possesseurs des perroquets dans l'arbre vont venir .,Le possesseur des perroquets dans l'arbre va venir .,Les possesseurs du perroquet vont venir .,Le possesseur du perroquet va venir .,Les possesseurs des perroquets vont venir .,Le possesseur des perroquets va venir .,Le possesseur et les perroquets vont venir .,Le possesseur des perroquets vont venir .,Le possesseur des perroquets dans les arbres va venir .,Les possesseurs des perroquets va venir .,Le possesseur du perroquet va venir .,True,False,False,False,False,False,True,coordination,agreement_error,mis_num,N1_alter,N2_alter
480,Les ordinateurs avec le programme de l'expérience sont en panne .,L'ordinateur avec le programme de l'expérience est en panne .,Les ordinateurs avec les programmes de l'expérience sont en panne .,L'ordinateur avec les programmes de l'expérience est en panne .,Les ordinateurs avec le programme des expériences sont en panne .,L'ordinateur avec le programme des expériences est en panne .,Les ordinateurs avec les programmes des expériences sont en panne .,Les ordinateurs avec les programmes des expériences est en panne .,L'ordinateur avec les programmes des expériences des adultes est en panne .,L'ordinateur avec les programmes des expériences sont en panne .,L'ordinateur avec les programmes et les expériences sont en panne .,L'ordinateur avec le programme des expériences est en panne .,L'ordinateur avec les programmes des expériences est en panne .,False,False,False,False,False,True,N1_alter,mis_num,agreement_error,coordination,N2_alter,True
481,Les expositions avec la peinture de l'enfant ont rencontré un grand succès .,L'exposition avec la peinture de l'enfant a rencontré un grand succès .,Les expositions avec les peintures de l'enfant ont rencontré un grand succès .,L'exposition avec les peintures de l'enfant a rencontré un grand succès .,Les expositions avec la peinture des enfants ont rencontré un grand succès .,L'exposition avec la peinture des enfants a rencontré un grand succès .,Les expositions avec les peintures des enfants ont rencontré un grand succès .,L'exposition avec les peintures et les enfants ont rencontré un grand succès .,L'exposition avec les peintures des enfants a rencontré un grand succès .,Les expositions avec les peintures des enfants a rencontré un grand succès .,L'exposition avec les peintures des enfants ont rencontré un grand succès .,L'exposition avec la peinture des enfants a rencontré un grand succès .,L'exposition avec les peintures des enfants des crèches a rencontré un grand succès .,False,True,False,False,False,False,coordination,True,N1_alter,agreement_error,N2_alter,mis_num
482,Les trousseaux avec la clé de la cellule reposent sur l’étagère .,Le trousseau avec la clé de la cellule repose sur l’étagère .,Les trousseaux avec les clés de la cellule reposent sur l’étagère .,Le trousseau avec les clés de la cellule repose sur l’étagère .,Les trousseaux avec la clé des cellules reposent sur l’étagère .,Le trousseau avec la clé des cellules repose sur l’étagère .,Les trousseaux avec les clés des cellules reposent sur l’étagère .,Les trousseaux avec les clés des cellules repose sur l’étagère .,Le trousseau avec les clés des cellules des prisonniers repose sur l’étagère .,Le trousseau avec les clés des cellules repose sur l’étagère .,Le trousseau avec les clés et les cellules reposent sur l’étagère .,Le trousseau avec la clé des cellules repose sur l’étagère .,Le trousseau avec les clés des cellules reposent sur l’étagère .,False,False,True,False,False,False,N1_alter,mis_num,True,coordination,N2_alter,agreement_error
483,Les livres sur la privatisation de l'entreprise ont enthousiasmé l’auditoire .,Le livre sur la privatisation de l'entreprise a enthousiasmé l’auditoire .,Les livres sur les privatisations de l'entreprise ont enthousiasmé l’auditoire .,Le livre sur les privatisations de l'entreprise a enthousiasmé l’auditoire .,Les livres sur la privatisation des entreprises ont enthousiasmé l’auditoire .,Le livre sur la privatisation des entreprises a enthousiasmé l’auditoire .,Les livres sur les privatisations des entreprises ont enthousiasmé l’auditoire .,Le livre sur les privatisations des entreprises dans les villes a enthousiasmé l’auditoire .,Le livre sur les privatisations des entreprises ont enthousiasmé l’auditoire .,Le livre sur la privatisation des entreprises a enthousiasmé l’auditoire .,Les livres sur les privatisations des entreprises a enthousiasmé l’auditoire .,Le livre sur les privatisations et les entreprises ont enthousiasmé l’auditoire .,Le livre sur les privatisations des entreprises a enthousiasmé l’auditoire .,False,False,False,False,False,True,mis_num,agreement_error,N2_alter,N1_alter,coordination,True
484,Les conférences sur l'histoire de la guerre ont commencé plus tard que prévu .,La conférence sur l'histoire de la guerre a commencé plus tard que prévu .,Les conférences sur les histoires de la guerre ont commencé plus tard que prévu .,La conférence sur les histoires de la guerre a commencé plus tard que prévu .,Les conférences sur l'histoire des guerres ont commencé plus tard que prévu .,La conférence sur l'histoire des guerres a commencé plus tard que prévu .,Les conférences sur les histoires des guerres ont commencé plus tard que prévu .,La conférence sur l'histoire des guerres a commencé plus tard que prévu .,La conférence sur les histoires et les guerres ont commencé plus tard que prévu .,La conférence sur les histoires des guerres a commencé plus tard que prévu .,La conférence sur les histoires des guerres des successions a commencé plus tard que prévu .,La conférence sur les histoires des guerres ont commencé plus tard que prévu .,Les conférences sur les histoires des guerres a commencé plus tard que prévu .,False,False,True,False,False,False,N2_alter,coordination,True,mis_num,agreement_error,N1_alter
485,Les études sur l'effet de la drogue apparaîtront bientôt .,L'étude sur l'effet de la drogue apparaîtra bientôt .,Les études sur les effet de la drogue apparaîtront bientôt .,L'étude sur les effet de la drogue apparaîtra bientôt .,Les études sur l'effet des drogues apparaîtront bientôt .,L'étude sur l'effet des drogues apparaîtra bientôt .,Les études sur les effet des drogues apparaîtront bientôt .,L'étude sur les effet des drogues des régions apparaîtra bientôt .,L'étude sur les effet et les drogues apparaîtront bientôt .,L'étude sur les effet des drogues apparaîtront bientôt .,L'étude sur les effet des drogues apparaîtra bientôt .,L'étude sur l'effet des drogues apparaîtra bientôt .,Les études sur les effet des drogues apparaîtra bientôt .,False,False,False,True,False,False,mis_num,coordination,agreement_error,True,N2_alter,N1_alter
486,Les théories sur le chant du canari divisent les chercheurs .,La théorie sur le chant du canari divise les chercheurs .,Les théories sur les chants du canari divisent les chercheurs .,La théorie sur les chants du canari divise les chercheurs .,Les théories sur le chant des canaris divisent les chercheurs .,La théorie sur le chant des canaris divise les chercheurs .,Les théories sur les chants des canaris divisent les chercheurs .,La théorie sur les chants des canaris divisent les chercheurs .,La théorie sur le chant des canaris divise les chercheurs .,La théorie sur les chants et les canaris divisent les chercheurs .,La théorie sur les chants des canaris des montagnes divise les chercheurs .,La théorie sur les chants des canaris divise les chercheurs .,Les théories sur les chants des canaris divise les chercheurs .,False,False,False,False,True,False,agreement_error,N2_alter,coordination,mis_num,True,N1_alter
487,Les inscriptions sur la porte de la chambre ont énervé sa mère .,L'inscription sur la porte de la chambre a énervé sa mère .,Les inscriptions sur les portes de la chambre ont énervé sa mère .,L'inscription sur les portes de la chambre a énervé sa mère .,Les inscriptions sur la porte des chambres ont énervé sa mère .,L'inscription sur la porte des chambres a énervé sa mère .,Les inscriptions sur les portes des chambres ont énervé sa mère .,Les inscriptions sur les portes des chambres a énervé sa mère .,L'inscription sur les portes et les chambres ont énervé sa mère .,L'inscription sur les portes des chambres a énervé sa mère .,L'inscription sur la porte des chambres a énervé sa mère .,L'inscription sur les portes des chambres ont énervé sa mère .,L'inscription sur les portes des chambres des filles a énervé sa mère .,False,False,True,False,False,False,N1_alter,coordination,True,N2_alter,agreement_error,mis_num
488,Les dépliants sur l'enjeu de la communauté ont beaucoup intéressé .,Le dépliant sur l'enjeu de la communauté a beaucoup intéressé .,Les dépliants sur les enjeux de la communauté ont beaucoup intéressé .,Le dépliant sur les enjeux de la communauté a beaucoup intéressé .,Les dépliants sur l'enjeu des communautés ont beaucoup intéressé .,Le dépliant sur l'enjeu des communautés a beaucoup intéressé .,Les dépliants sur les enjeux des communautés ont beaucoup intéressé .,Le dépliant sur l'enjeu des communautés a beaucoup intéressé .,Les dépliants sur les enjeux des communautés a beaucoup intéressé .,Le dépliant sur les enjeux des communautés a beaucoup intéressé .,Le dépliant sur les enjeux des communautés ont beaucoup intéressé .,Le dépliant sur les enjeux et les communautés ont beaucoup intéressé .,Le dépliant sur les enjeux des communautés des campagnes a beaucoup intéressé .,False,False,True,False,False,False,N2_alter,N1_alter,True,agreement_error,coordination,mis_num
489,Les lignes sur le bord de la route ont disparu .,La ligne sur le bord de la route a disparu .,Les lignes sur les bords de la route ont disparu .,La ligne sur les bords de la route a disparu .,Les lignes sur le bord des routes ont disparu .,La ligne sur le bord des routes a disparu .,Les lignes sur les bords des routes ont disparu .,La ligne sur les bords et les routes ont disparu .,La ligne sur les bords des routes des régions a disparu .,Les lignes sur les bords des routes a disparu .,La ligne sur les bords des routes ont disparu .,La ligne sur le bord des routes a disparu .,La ligne sur les bords des routes a disparu .,False,False,False,False,False,True,coordination,mis_num,N1_alter,agreement_error,N2_alter,True
490,Les nappes sur la table du banquet brillent au soleil .,La nappe sur la table du banquet brille au soleil .,Les nappes sur les tables du banquet brillent au soleil .,La nappe sur les tables du banquet brille au soleil .,Les nappes sur la table des banquets brillent au soleil .,La nappe sur la table des banquets brille au soleil .,Les nappes sur les tables des banquets brillent au soleil .,La nappe sur les tables et les banquets brillent au soleil .,Les nappes sur les tables des banquets brille au soleil .,La nappe sur les tables des banquets des grand-mères brille au soleil .,La nappe sur les tables des banquets brillent au soleil .,La nappe sur la table des banquets brille au soleil .,La nappe sur les tables des banquets brille au soleil .,False,False,False,False,False,True,coordination,N1_alter,mis_num,agreement_error,N2_alter,True
491,Les récits de la souffrance dans l'hôpital touchent les participants .,Le récit de la souffrance dans l'hôpital touche les participants .,Les récits de les souffrances dans l'hôpital touchent les participants .,Le récit de les souffrances dans l'hôpital touche les participants .,Les récits de la souffrance dans les hôpitaux touchent les participants .,Le récit de la souffrance dans les hôpitaux touche les participants .,Les récits de les souffrances dans les hôpitaux touchent les participants .,Le récit de les souffrances dans les hôpitaux des départements touche les participants .,Le récit de les souffrances et les hôpitaux touchent les participants .,Les récits de les souffrances dans les hôpitaux touche les participants .,Le récit de les souffrances dans les hôpitaux touchent les participants .,Le récit de la souffrance dans les hôpitaux touche les participants .,Le récit de les souffrances dans les hôpitaux touche les participants .,False,False,False,False,False,True,mis_num,coordination,N1_alter,agreement_error,N2_alter,True
492,Les visites au palais de l'artisanat approchent .,La visite au palais de l'artisanat approche .,Les visites aux palais de l'artisanat approchent .,La visite aux palais de l'artisanat approche .,Les visites au palais des artisanats approchent .,La visite au palais des artisanats approche .,Les visites aux palais des artisanats approchent .,La visite aux palais et les artisanats approchent .,La visite aux palais des artisanats approchent .,La visite aux palais des artisanats des milieux ruraux approche .,La visite au palais des artisanats approche .,La visite aux palais des artisanats approche .,Les visites aux palais des artisanats approche .,False,False,False,False,True,False,coordination,agreement_error,mis_num,N2_alter,True,N1_alter
493,Les menaces de la réforme dans l'école inquiètent les médecins .,La menace de la réforme dans l'école inquiète les médecins .,Les menaces de les réformes dans l'école inquiètent les médecins .,La menace de les réformes dans l'école inquiète les médecins .,Les menaces de la réforme dans les écoles inquiètent les médecins .,La menace de la réforme dans les écoles inquiète les médecins .,Les menaces de les réformes dans les écoles inquiètent les médecins .,La menace de les réformes dans les écoles dans les secteurs médicaux inquiète les médecins .,La menace de les réformes dans les écoles inquiète les médecins .,La menace de la réforme dans les écoles inquiète les médecins .,Les menaces de les réformes dans les écoles inquiète les médecins .,La menace de les réformes et les écoles inquiètent les médecins .,La menace de les réformes dans les écoles inquiètent les médecins .,False,True,False,False,False,False,mis_num,True,N2_alter,N1_alter,coordination,agreement_error
494,Les hélicopteres pour le vol au-dessus du canyon s’écrasent .,L'hélicoptere pour le vol au-dessus du canyon s'écrase .,Les hélicopteres pour les vols au-dessus du canyon s’écrasent .,L'hélicoptere pour les vols au-dessus du canyon s'écrase .,Les hélicopteres pour le vol au-dessus des canyon s’écrasent .,L'hélicoptere pour le vol au-dessus des canyon s'écrase .,Les hélicopteres pour les vols au-dessus des canyon s’écrasent .,L'hélicoptere pour le vol au-dessus des canyon s'écrase .,Les hélicopteres pour les vols au-dessus des canyon s'écrase .,L'hélicoptere pour les vols au-dessus des canyon s’écrasent .,L'hélicoptere pour les vols au-dessus des canyon dans les réserves indiennes s'écrase .,L'hélicoptere pour les vols et des canyon s’écrasent .,L'hélicoptere pour les vols au-dessus des canyon s'écrase .,False,False,False,False,False,True,N2_alter,N1_alter,agreement_error,mis_num,coordination,True
495,Les soirées dans l'appartement du sous-sol ont gêné les voisins .,La soirée dans l'appartement du sous-sol a gêné les voisins .,Les soirées dans les appartements du sous-sol ont gêné les voisins .,La soirée dans les appartements du sous-sol a gêné les voisins .,Les soirées dans l'appartement des sous-sols ont gêné les voisins .,La soirée dans l'appartement des sous-sols a gêné les voisins .,Les soirées dans les appartements des sous-sols ont gêné les voisins .,La soirée dans les appartements des sous-sols de mes filles a gêné les voisins .,La soirée dans les appartements des sous-sols ont gêné les voisins .,La soirée dans les appartements des sous-sols a gêné les voisins .,La soirée dans les appartements et les sous-sols ont gêné les voisins .,La soirée dans l'appartement des sous-sols a gêné les voisins .,Les soirées dans les appartements des sous-sols a gêné les voisins .,False,False,True,False,False,False,mis_num,agreement_error,True,coordination,N2_alter,N1_alter
496,Les producteurs du film sur l'artiste ont gagné la palme d’or .,Le producteur du film sur l'artiste a gagné la palme d’or .,Les producteurs des films sur l'artiste ont gagné la palme d’or .,Le producteur des films sur l'artiste a gagné la palme d’or .,Les producteurs du film sur les artistes ont gagné la palme d’or .,Le producteur du film sur les artistes a gagné la palme d’or .,Les producteurs des films sur les artistes ont gagné la palme d’or .,Le producteur des films sur les artistes a gagné la palme d’or .,Le producteur des films sur les artistes ont gagné la palme d’or .,Le producteur des films sur les artistes des centre-ville a gagné la palme d’or .,Le producteur du film sur les artistes a gagné la palme d’or .,Le producteur des films et les artistes ont gagné la palme d’or .,Les producteurs des films sur les artistes a gagné la palme d’or .,True,False,False,False,False,False,True,agreement_error,mis_num,N2_alter,coordination,N1_alter
497,Les chats sur le toit du voisin miaulent depuis hier soir .,Le chat sur le toit du voisin miaule depuis hier soir .,Les chats sur les toits du voisin miaulent depuis hier soir .,Le chat sur les toits du voisin miaule depuis hier soir .,Les chats sur le toit des voisins miaulent depuis hier soir .,Le chat sur le toit des voisins miaule depuis hier soir .,Les chats sur les toits des voisins miaulent depuis hier soir .,Le chat sur les toits des voisins de mes frères miaule depuis hier soir .,Le chat sur les toits et les voisins miaulent depuis hier soir .,Le chat sur le toit des voisins miaule depuis hier soir .,Les chats sur les toits des voisins miaule depuis hier soir .,Le chat sur les toits des voisins miaule depuis hier soir .,Le chat sur les toits des voisins miaulent depuis hier soir .,False,False,False,False,True,False,mis_num,coordination,N2_alter,N1_alter,True,agreement_error
498,Les chiens sur le coussin du bébé s’endormaient .,Le chien sur le coussin du bébé s'endormait .,Les chiens sur les coussins du bébé s’endormaient .,Le chien sur les coussins du bébé s'endormait .,Les chiens sur le coussin des bébés s’endormaient .,Le chien sur le coussin des bébés s'endormait .,Les chiens sur les coussins des bébés s’endormaient .,Le chien sur les coussins et les bébés s’endormaient .,Le chien sur les coussins des bébés s’endormaient .,Le chien sur les coussins des bébés s'endormait .,Le chien sur les coussins des bébés de mes cousines s'endormait .,Les chiens sur les coussins des bébés s'endormait .,Le chien sur le coussin des bébés s'endormait .,False,False,True,False,False,False,coordination,agreement_error,True,mis_num,N1_alter,N2_alter
499,Les grévistes sur l'escalier du patron bloquaient la porte .,Le gréviste sur l'escalier du patron bloquait la porte .,Les grévistes sur les escaliers du patron bloquaient la porte .,Le gréviste sur les escaliers du patron bloquait la porte .,Les grévistes sur l'escalier des patrons bloquaient la porte .,Le gréviste sur l'escalier des patrons bloquait la porte .,Les grévistes sur les escaliers des patrons bloquaient la porte .,Le gréviste sur l'escalier des patrons bloquait la porte .,Le gréviste sur les escaliers des patrons bloquait la porte .,Les grévistes sur les escaliers des patrons bloquait la porte .,Le gréviste sur les escaliers des patrons bloquaient la porte .,Le gréviste sur les escaliers des patrons des entreprises bloquait la porte .,Le gréviste sur les escaliers et les patrons bloquaient la porte .,False,True,False,False,False,False,N2_alter,True,N1_alter,agreement_error,mis_num,coordination
500,Les architectes du château du millionnaire ont perdu les plans .,L'architecte du château du millionnaire a perdu les plans .,Les architectes des châteaux du millionnaire ont perdu les plans .,L'architecte des châteaux du millionnaire a perdu les plans .,Les architectes du château des millionnaires ont perdu les plans .,L'architecte du château des millionnaires a perdu les plans .,Les architectes des châteaux des millionnaires ont perdu les plans .,L'architecte des châteaux des millionnaires dans les îles a perdu les plans .,L'architecte des châteaux des millionnaires ont perdu les plans .,L'architecte des châteaux des millionnaires a perdu les plans .,L'architecte du château des millionnaires a perdu les plans .,Les architectes des châteaux des millionnaires a perdu les plans .,L'architecte des châteaux et les millionnaires ont perdu les plans .,False,False,True,False,False,False,mis_num,agreement_error,True,N2_alter,N1_alter,coordination
501,Les victimes du mensonge du policier ont porté plainte .,La victime du mensonge du policier a porté plainte .,Les victimes des mensonges du policier ont porté plainte .,La victime des mensonges du policier a porté plainte .,Les victimes du mensonge des policiers ont porté plainte .,La victime du mensonge des policiers a porté plainte .,Les victimes des mensonges des policiers ont porté plainte .,La victime des mensonges et les policiers ont porté plainte .,La victime du mensonge des policiers a porté plainte .,La victime des mensonges des policiers ont porté plainte .,La victime des mensonges des policiers des commissariats a porté plainte .,La victime des mensonges des policiers a porté plainte .,Les victimes des mensonges des policiers a porté plainte .,False,False,False,False,True,False,coordination,N2_alter,agreement_error,mis_num,True,N1_alter
