ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
67	We like to baste butter over the meat.	Butter was basted by people.	The sauce was basted over the meat by the monks.	The cheese was basted over it.	Potatoes were basted by locals.	They were basted with wine by locals.	Potatoes were basted with the vinegar.	We like to baste the vegetables with wine.	The farmers were basted the meat with the vinegar.	The farmers like to baste it butter.	We like to baste over it with wine.	We like to baste the vegetables of tomatoes.	The monks baste potatoes under the sauce.	The meat baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA3	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass1 VerbPass PNounA1
68	The monks baste different types of marinades over it.	The sauce was basted by the monks.	Different types of marinades were basted over the meat by us.	Wine was basted over potatoes.	It was basted by people.	The meat was basted with the vinegar by the farmers.	They were basted with wine.	The monks baste them with the vinegar.	The monks were basted it with the sauce.	Locals baste them the sauce.	The farmers like to baste over them with wine.	The farmers like to baste potatoes from France.	People baste them under different types of marinades.	The meat baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass3 VerbPass PNounA4
69	We like to baste vinegar over the meat.	Butter was basted by people.	Different types of marinades were basted over it by us.	The sauce was basted over them.	It was basted by the farmers.	Potatoes were basted with the sauce by the monks.	They were basted with butter.	People baste it with the vinegar.	People were basted the meat with butter.	People baste them wine.	The monks baste over the vegetables with butter.	We like to baste it of tomatoes.	People baste potatoes under the sauce.	Potatoes baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA4	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass3 VerbPass PNounA3
70	The farmers like to baste butter over them.	Butter was basted by people.	Butter was basted over the meat by people.	Different types of marinades were basted over the meat.	The vegetables were basted by people.	They were basted with different types of marinades by us.	Potatoes were basted with the vinegar.	We like to baste it with different types of marinades.	People were basted potatoes with butter.	The farmers like to baste it butter.	The farmers like to baste over the meat with the sauce.	The farmers like to baste the meat of seafood.	People baste them under vinegar.	Them baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass2 VerbPass PNounA1
71	Locals baste wine over them.	Wine was basted by locals.	Different types of marinades were basted over potatoes by us.	Wine was basted over them.	They were basted by us.	Potatoes were basted with the sauce by the monks.	The meat was basted with the vinegar.	The farmers like to baste it with butter.	People were basted the vegetables with butter.	People baste the vegetables wine.	Locals baste over the meat with the sauce.	The farmers like to baste the meat of tomatoes.	The farmers like to baste the meat under wine.	The vegetables baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB4 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass1 VerbPass PNounA2
72	The monks baste wine over the meat.	Butter was basted by people.	Butter was basted over the vegetables by people.	The cheese was basted over the meat.	It was basted by people.	Potatoes were basted with the vinegar by the farmers.	Potatoes were basted with butter.	Locals baste the vegetables with the vinegar.	The monks were basted it with the sauce.	Locals baste it wine.	Locals baste over it with wine.	People baste potatoes from France.	Locals baste potatoes under wine.	The meat baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA5	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass5 VerbPass PNounA2
73	The monks baste the sauce over it.	Wine was basted by locals.	The sauce was basted over it by the monks.	Different types of marinades were basted over it.	The meat was basted by us.	Potatoes were basted with the vinegar by the farmers.	It was basted with different types of marinades.	People baste it with the vinegar.	Locals were basted it with wine.	Locals baste it vinegar.	People baste over potatoes with wine.	The farmers like to baste the meat from Italy.	We like to baste it under different types of marinades.	Them baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass4 VerbPass PNounA4
74	Locals baste different types of marinades over the meat.	Butter was basted by people.	The sauce was basted over potatoes by the monks.	Wine was basted over potatoes.	Potatoes were basted by the monks.	They were basted with wine by locals.	It was basted with the sauce.	The farmers like to baste the meat with the sauce.	The monks were basted it with the sauce.	The monks baste it wine.	People baste over it with butter.	Locals baste the meat of beans.	The farmers like to baste them under wine.	The vegetables baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB3 PNounA3	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass5 VerbPass PNounA2
75	The farmers like to baste vinegar over potatoes.	Different types of marinades were basted by us.	The sauce was basted over it by the monks.	The sauce was basted over potatoes.	The vegetables were basted by the farmers.	Potatoes were basted with the sauce by the monks.	The meat was basted with wine.	Locals baste the vegetables with different types of marinades.	The farmers were basted potatoes with the vinegar.	Locals baste the vegetables different types of marinades.	We like to baste over the vegetables with the sauce.	Locals baste potatoes from Italy.	The farmers like to baste it under the sauce.	Them baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB4 PNounA3	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass4 VerbPass PNounA5
76	People baste vinegar over it.	The cheese was basted by the farmers.	The sauce was basted over it by the monks.	The sauce was basted over it.	Potatoes were basted by locals.	They were basted with different types of marinades by us.	The vegetables were basted with the sauce.	People baste it with wine.	Locals were basted it with wine.	People baste them different types of marinades.	The monks baste over them with butter.	Locals baste potatoes from Italy.	Locals baste the meat under vinegar.	Potatoes baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB3 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass3 VerbPass PNounA5
77	The farmers like to baste the sauce over potatoes.	Wine was basted by locals.	Different types of marinades were basted over potatoes by us.	Butter was basted over the meat.	It was basted by the monks.	The vegetables were basted with the sauce by the monks.	It was basted with the vinegar.	Locals baste them with wine.	We were basted it with different types of marinades.	The farmers like to baste them the sauce.	Locals baste over it with the sauce.	Locals baste the vegetables of seafood.	People baste potatoes under different types of marinades.	It baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA2	NounBPass2 VerbPass PSubj2	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass4 VerbPass PNounA4
78	We like to baste butter over the vegetables.	Wine was basted by locals.	The cheese was basted over the meat by the farmers.	Wine was basted over the meat.	They were basted by us.	The meat was basted with butter by people.	It was basted with the sauce.	The farmers like to baste it with the vinegar.	The monks were basted the meat with the sauce.	We like to baste the vegetables different types of marinades.	The farmers like to baste over potatoes with butter.	People baste it of tomatoes.	The monks baste it under different types of marinades.	The vegetables baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass5 VerbPass PNounA4 PSubj5	NounBPass2 VerbPass PNounA4
79	The monks baste butter over potatoes.	The sauce was basted by the monks.	Different types of marinades were basted over the vegetables by us.	Wine was basted over potatoes.	They were basted by the monks.	The vegetables were basted with wine by locals.	Potatoes were basted with the sauce.	We like to baste the meat with wine.	Locals were basted the vegetables with wine.	The farmers like to baste it butter.	Locals baste over them with the vinegar.	People baste potatoes from France.	We like to baste potatoes under the sauce.	The vegetables baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB1 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass1 VerbPass PNounA4
80	The farmers like to baste butter over it.	Wine was basted by locals.	The cheese was basted over them by the farmers.	Butter was basted over potatoes.	Potatoes were basted by the farmers.	They were basted with the sauce by the monks.	It was basted with wine.	The farmers like to baste potatoes with wine.	The monks were basted the vegetables with the sauce.	People baste them different types of marinades.	Locals baste over them with butter.	The farmers like to baste the vegetables from France.	People baste the meat under wine.	The meat baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB2 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass1 VerbPass PNounA4
81	The farmers like to baste different types of marinades over the meat.	The cheese was basted by the farmers.	The cheese was basted over the vegetables by the farmers.	Butter was basted over potatoes.	The meat was basted by people.	It was basted with different types of marinades by us.	Potatoes were basted with the vinegar.	People baste the meat with butter.	The farmers were basted the vegetables with the vinegar.	We like to baste potatoes wine.	The farmers like to baste over it with wine.	Locals baste the meat from Italy.	We like to baste the vegetables under vinegar.	Them baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass4 VerbPass PNounA3
82	The farmers like to baste different types of marinades over potatoes.	Butter was basted by people.	The sauce was basted over potatoes by the monks.	The cheese was basted over the meat.	The meat was basted by the farmers.	It was basted with butter by people.	Potatoes were basted with butter.	The farmers like to baste them with the vinegar.	We were basted them with different types of marinades.	The farmers like to baste the meat the sauce.	The monks baste over it with wine.	The farmers like to baste them of beans.	Locals baste the meat under wine.	The meat baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA4 PSubj4	NounBPass4 VerbPass PNounA4
83	The monks baste the sauce over them.	Different types of marinades were basted by us.	The sauce was basted over it by the monks.	Wine was basted over potatoes.	Potatoes were basted by us.	They were basted with butter by people.	The meat was basted with butter.	People baste the meat with butter.	We were basted potatoes with different types of marinades.	The monks baste potatoes different types of marinades.	The monks baste over potatoes with wine.	The monks baste potatoes from France.	The monks baste potatoes under vinegar.	The meat baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA2	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass2 VerbPass PNounA4
84	Locals baste vinegar over the vegetables.	The cheese was basted by the farmers.	The sauce was basted over them by the monks.	Different types of marinades were basted over the meat.	The vegetables were basted by us.	The vegetables were basted with wine by locals.	The vegetables were basted with wine.	The farmers like to baste it with butter.	People were basted the meat with butter.	The monks baste it wine.	The farmers like to baste over the meat with different types of marinades.	The monks baste them from Italy.	The monks baste it under different types of marinades.	Potatoes baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass5 VerbPass PNounA3
85	Locals baste wine over the vegetables.	Different types of marinades were basted by us.	Butter was basted over the meat by people.	Butter was basted over them.	Potatoes were basted by the farmers.	The meat was basted with the vinegar by the farmers.	The vegetables were basted with wine.	People baste it with butter.	The monks were basted potatoes with the sauce.	The farmers like to baste potatoes the sauce.	We like to baste over potatoes with butter.	The farmers like to baste the vegetables of beans.	Locals baste the vegetables under butter.	Potatoes baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB4 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass3 VerbPass PNounA4
86	The monks baste the sauce over the meat.	The sauce was basted by the monks.	Different types of marinades were basted over it by us.	Butter was basted over them.	The vegetables were basted by the monks.	The vegetables were basted with butter by people.	It was basted with the vinegar.	We like to baste the vegetables with the sauce.	People were basted them with butter.	We like to baste potatoes wine.	The farmers like to baste over the vegetables with the vinegar.	The farmers like to baste them from France.	The farmers like to baste them under vinegar.	The vegetables baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB1 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass4 VerbPass PNounA5
87	People baste wine over the meat.	Different types of marinades were basted by us.	Butter was basted over the meat by people.	Different types of marinades were basted over potatoes.	They were basted by the farmers.	The vegetables were basted with wine by locals.	Potatoes were basted with different types of marinades.	The farmers like to baste the meat with butter.	The farmers were basted potatoes with the vinegar.	We like to baste potatoes different types of marinades.	We like to baste over them with butter.	People baste them of beans.	People baste the meat under wine.	The meat baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass5 VerbPass PNounA2
88	Locals baste wine over the vegetables.	The cheese was basted by the farmers.	Butter was basted over the meat by people.	The cheese was basted over it.	Potatoes were basted by us.	It was basted with the sauce by the monks.	The vegetables were basted with the sauce.	We like to baste the vegetables with butter.	Locals were basted the vegetables with wine.	The monks baste potatoes the sauce.	Locals baste over potatoes with butter.	Locals baste them from Italy.	Locals baste the vegetables under vinegar.	It baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA2	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass2 VerbPass PNounA5
89	The farmers like to baste different types of marinades over potatoes.	The cheese was basted by the farmers.	The cheese was basted over the meat by the farmers.	Butter was basted over the meat.	It was basted by us.	They were basted with the vinegar by the farmers.	They were basted with the vinegar.	We like to baste the meat with butter.	Locals were basted them with wine.	People baste it vinegar.	People baste over it with different types of marinades.	The monks baste potatoes from Italy.	The farmers like to baste the meat under wine.	It baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB5 PNounA4	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass5 VerbPass PNounA5
90	People baste butter over the meat.	Butter was basted by people.	Wine was basted over them by locals.	Wine was basted over the vegetables.	The meat was basted by the monks.	The meat was basted with wine by locals.	The meat was basted with different types of marinades.	Locals baste the meat with the sauce.	The farmers were basted potatoes with the vinegar.	We like to baste the meat different types of marinades.	Locals baste over the vegetables with different types of marinades.	The farmers like to baste potatoes of seafood.	Locals baste them under vinegar.	The vegetables baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA3 PSubj4	NounBPass5 VerbPass PNounA2
91	The monks baste vinegar over the vegetables.	The sauce was basted by the monks.	Butter was basted over potatoes by people.	The cheese was basted over potatoes.	It was basted by us.	The meat was basted with wine by locals.	It was basted with butter.	The monks baste them with butter.	People were basted them with butter.	Locals baste it wine.	People baste over the meat with butter.	People baste the vegetables from France.	We like to baste it under different types of marinades.	The meat baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA5 PSubj3	NounBPass5 VerbPass PNounA2
92	Locals baste vinegar over the vegetables.	The cheese was basted by the farmers.	Butter was basted over potatoes by people.	Different types of marinades were basted over it.	They were basted by the monks.	The meat was basted with butter by people.	The vegetables were basted with different types of marinades.	The monks baste them with the sauce.	The farmers were basted them with the vinegar.	Locals baste the vegetables vinegar.	The monks baste over potatoes with wine.	Locals baste them of tomatoes.	We like to baste it under the sauce.	It baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA4	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA5 PSubj2	NounBPass4 VerbPass PNounA2
93	We like to baste butter over potatoes.	Butter was basted by people.	Different types of marinades were basted over the vegetables by us.	Different types of marinades were basted over it.	The vegetables were basted by us.	The vegetables were basted with wine by locals.	The meat was basted with butter.	The monks baste them with different types of marinades.	The farmers were basted potatoes with the vinegar.	We like to baste the vegetables vinegar.	Locals baste over it with different types of marinades.	People baste the meat from France.	The farmers like to baste the vegetables under wine.	The vegetables baste the farmers with the vinegar.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass1 VerbPass PNounA3 PSubj1	NounBPass5 VerbPass PNounA1
94	People baste different types of marinades over the vegetables.	The sauce was basted by the monks.	Butter was basted over potatoes by people.	The cheese was basted over them.	The meat was basted by the monks.	The vegetables were basted with different types of marinades by us.	It was basted with different types of marinades.	People baste them with different types of marinades.	People were basted it with butter.	We like to baste it butter.	We like to baste over them with the vinegar.	People baste them of tomatoes.	The farmers like to baste it under butter.	It baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA4	NounBPass1 VerbPass PSubj1	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass2 VerbPass PNounA3
95	The farmers like to baste wine over them.	The cheese was basted by the farmers.	Different types of marinades were basted over them by us.	Different types of marinades were basted over the vegetables.	The vegetables were basted by the farmers.	The vegetables were basted with the sauce by the monks.	The vegetables were basted with different types of marinades.	The farmers like to baste potatoes with the vinegar.	The farmers were basted it with the vinegar.	The farmers like to baste the meat different types of marinades.	We like to baste over the meat with wine.	Locals baste potatoes of beans.	We like to baste them under vinegar.	The vegetables baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass1 VerbPass PNounA2 PSubj1	NounBPass5 VerbPass PNounA1
96	The monks baste wine over it.	The sauce was basted by the monks.	Butter was basted over them by people.	The sauce was basted over potatoes.	It was basted by the monks.	It was basted with the sauce by the monks.	The vegetables were basted with the sauce.	We like to baste potatoes with wine.	We were basted it with different types of marinades.	People baste the meat vinegar.	Locals baste over it with different types of marinades.	People baste it of beans.	The farmers like to baste it under the sauce.	The meat baste people with butter.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass3 VerbPass PNounA4
97	People baste vinegar over the meat.	Different types of marinades were basted by us.	The cheese was basted over the meat by the farmers.	Wine was basted over the meat.	Potatoes were basted by locals.	It was basted with the vinegar by the farmers.	Potatoes were basted with wine.	The farmers like to baste the vegetables with the sauce.	The monks were basted it with the sauce.	We like to baste the meat the sauce.	People baste over it with different types of marinades.	We like to baste them from France.	People baste them under different types of marinades.	The meat baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB5 PNounA4	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass5 VerbPass PNounA5
98	We like to baste wine over it.	The cheese was basted by the farmers.	The cheese was basted over it by the farmers.	Butter was basted over it.	They were basted by us.	The vegetables were basted with the sauce by the monks.	Potatoes were basted with wine.	We like to baste potatoes with the vinegar.	The monks were basted them with the sauce.	The farmers like to baste them butter.	The farmers like to baste over them with the vinegar.	Locals baste potatoes of tomatoes.	We like to baste potatoes under butter.	It baste locals with wine.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass4 VerbPass PNounA3
99	People baste vinegar over the meat.	Butter was basted by people.	Wine was basted over them by locals.	The cheese was basted over potatoes.	It was basted by the monks.	The meat was basted with wine by locals.	The vegetables were basted with wine.	The farmers like to baste the meat with butter.	We were basted the vegetables with different types of marinades.	We like to baste the vegetables wine.	The monks baste over it with different types of marinades.	The farmers like to baste it of seafood.	The monks baste the meat under wine.	It baste the monks with the sauce.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB4 PNounA5	NounBPass5 VerbPass PSubj5	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass5 VerbPass PNounA3
