ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4	Sent_template_5	Sent_template_6	Sent_template_7	Answer_template_1	Answer_template_2	Answer_template_3	Answer_template_4	Answer_template_5	Answer_template_6	Answer_template_7	Answer_template_8	Answer_template_9
50	Sprinkle sugar over the bacon.	Sugar was sprinkled by the waitress.	Sugar was sprinkled over the bacon by the waitress.	Sugar was sprinkled over the bacon.	The bacon was sprinkled by the waitress.	The bacon was sprinkled with sugar by the waitress.	The bacon was sprinkled with sugar.	Sprinkle the bacon with sugar.	The waitress was sprinkled the bacon with sugar.	Sprinkle the bacon sugar.	Sprinkle over the bacon with sugar.	Sprinkle the bacon of honey.	Sprinkle the bacon under sugar.	The bacon sprinkle the waitress with sugar.	Sugar sprinkle the waitress over the bacon.	The bacon sprinkle sugar the waitress.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
51	I spritz mustard over the fish.	Garlic was spritzed by the cooks.	Garlic was spritzed over the fish by the cooks.	Garlic was spritzed over the fish.	The fish was spritzed by the cooks.	The fish was spritzed with mustard by the cooks.	The fish was spritzed with mustard.	I spritz the fish with mustard.	The cooks were spritzed the fish with mustard.	I spritz the fish mustard.	I spritz over the fish with mustard.	I spritz the fish from Dijon.	I spritz the fish under mustard.	The fish spritz the cooks with mustard.	Mustard spritz the cooks over the fish.	The fish spritz mustard the cooks.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
52	It spurts dirt all over the place.	Dirt was spurted by this.	Dirt was spurted all over the place by this.	Dirt was spurted all over the place.	The place was spurted by this.	The place was spurted with dirt by this.	The place was spurted with dirt.	It spurts the place with dirt.	This was spurted the place with dirt.	It spurts the place dirt.	It spurts all over the place with dirt.	It spurts the place with grass.	It spurts the place under dirt.	The place spurts this with dirt.	Dirt spurts this all over the place.	The place spurts dirt this.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
53	You have to squirt butter in the inside.	Butter was squirted by contestants.	Butter was squirted in the inside by contestants.	Butter was squirted in the inside.	The inside was squirted by contestants.	The inside was squirted with butter by contestants.	The inside was squirted with butter.	You have to squirt the inside with butter.	Contestants were squirted the inside with butter.	You have to squirt the inside butter.	You have to squirt in the inside with butter.	You have to squirt the inside from peanuts.	You have to squirt the inside under butter.	The inside squirt contestants with butter.	Butter squirt contestants in the inside.	The inside squirt butter contestants.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
54	The other place just sticks the stuff in a box.	The stuff was sticked by Bob.	The stuff was sticked in a box by Bob.	The stuff was sticked in a box.	A box was sticked by Bob.	A box was sticked with the stuff by Bob.	A box was sticked with the stuff.	The other place just sticks a box with the stuff.	Bob was sticked a box with the stuff.	The other place just sticks a box the stuff.	The other place just sticks in a box with the stuff.	The other place just sticks a box for sale.	The other place just sticks a box under the stuff.	A box sticks Bob with the stuff.	The stuff sticks Bob in a box.	A box sticks the stuff Bob.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
55	Flanagan strews irony in the story.	Irony was strewed by the Novelist.	Irony was strewed in the story by the Novelist.	Irony was strewed in the story.	The story was strewed by the Novelist.	The story was strewed with irony by the Novelist.	The story was strewed with irony.	Flanagan strews the story with irony.	The novelist was strewed the story with irony.	Flanagan strews the story irony.	Flanagan strews in the story with irony.	Flanagan strews the story from childhood.	Flanagan strews the story under irony.	The story strews the novelist with irony.	Irony strews the novelist in the story.	The story strews irony the novelist.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
56	I strung wires over it.	Wires were strung by Moses.	Wires were strung over it by Moses.	Wires were strung over it.	It was strung by Moses.	It was strung with wires by Moses.	It was strung with wires.	I strung it with wires.	Moses was strung it with wires.	I strung it wires.	I strung over it with wires.	I strung it of metal.	I strung it under wires.	It strung Moses with wires.	Wires strung Moses over it.	It strung wires Moses.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
57	I carefully swab acid over the bulbs.	Acid was swabbed by Mary.	Acid was swabbed over the bulbs by Mary.	Acid was swabbed over the bulbs.	The bulb was swabbed by Mary.	The bulb was swabbed with acid by Mary.	The bulb was swabbed with acid.	I carefully swab the bulbs with acid.	Mary was swabbed the bulbs with acid.	I carefully swab the bulbs acid.	I carefully swab over the bulbs with acid.	I carefully swab the bulbs from the store.	I carefully swab the bulbs under acid.	The bulbs swab Mary with acid.	Acid swab Mary over the bulbs.	The bulbs swab acid Mary.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
58	I clean the filter monthly and swash paint over the biomedia.	Paint was swashed by archaeologists.	Paint was swashed over the biomedia by archaeologists.	Paint was swashed over the biomedia.	The biomedia was swashed by archaeologists.	The biomedia was swashed with paint by archaeologists.	The biomedia was swashed with paint.	I clean the filter monthly and swash the biomedia with paint.	The archaeologist was swashed the biomedia with paint.	I clean the filter monthly and swash the biomedia paint.	I clean the filter monthly and swash over the biomedia with paint.	I clean the filter monthly and swash the biomedia from vegetables.	I clean the filter monthly and swash the biomedia under paint.	The biomedia swash archaeologist with paint.	Paint swash archaeologist over the biomedia.	The biomedia swash paint archaeologist.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
59	He wraps bandages around his neck.	Bandages were wrapped by Logan.	Bandages were wrapped around his neck by Logan.	Bandages were wrapped around his neck.	His neck was wrapped by Logan.	His neck was wrapped with bandages by Logan.	His neck was wrapped with bandages.	He wraps his neck with bandages.	Logan was wrapped his neck with bandages.	He wraps his neck bandages.	He wraps around his neck with bandages.	He wraps his neck for wounds.	He wraps his neck under bandages.	His neck wraps Logan with bandages.	Bandages wraps Logan around his neck.	His neck wraps bandages Logan.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA1	NounAPass1 VerbPass PSubj2	NounAPass1 VerbPass PNounB2 PSubj2	NounAPass1 VerbPass PNounB2	subj1 verb NounA1 PNounB2	SubjPass2 VerbPass NounA1 PNounB2	subj1 verb NounA1 NounB2	subj1 verb PNounA1 PNounB2	subj1 verb NounA1 EmbPP2	subj1 verb NounA1 WrPrep NounB2	NounA1 verb SubjAcc2 PNounB2	NounB2 verb SubjAcc2 PNounA1	NounA1 verb NounB2 WrongPLS2 SubjAcc2
60	We like to baste wine over the meat.	Wine was basted by locals.	Wine was basted over the meat by locals.	Wine was basted over the meat.	The meat was basted by locals.	The meat was basted with wine by locals.	The meat was basted with wine.	We like to baste the meat with wine.	Locals were basted the meat with wine.	We like to baste the meat wine.	We like to baste over the meat with wine.	We like to baste the meat from France.	We like to baste the meat under wine.	The meat baste locals with wine.	Wine baste locals over the meat.	The meat baste wine locals.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
61	I brushed the liquid onto yellow plastic cups.	Cream was brushed by the.	Cream was brushed onto yellow plastic cups by the.	Cream was brushed onto yellow plastic cups.	Yellow plastic cups was brushed by the.	Yellow plastic cups was brushed with liquid by the.	Yellow plastic cups was brushed with liquid.	I brushed yellow plastic cups with liquid.	The waitress was brushed yellow plastic cups with liquid.	I brushed yellow plastic cups the liquid.	I brushed onto yellow plastic cups with liquid.	I brushed yellow plastic cups of variable density.	I brushed yellow plastic cups under the liquid.	Yellow plastic cups brushed the waitress with liquid.	The liquid brushed the waitress onto yellow plastic cups.	Yellow plastic cups brushed the liquid the waitress.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
62	Drizzle brandy over your cup.	Brandy was drizzled by the chefs.	Brandy was drizzled over your cup by the chefs.	Brandy was drizzled over your cup.	Your cup was drizzled by the chefs.	Your cup was drizzled with brandy by the chefs.	Your cup was drizzled with brandy.	Drizzle your cup with brandy.	The chefs were drizzled your cup with brandy.	Drizzle your cup brandy.	Drizzle over your cup with brandy.	Drizzle your cup from France.	Drizzle your cup under brandy.	Your cup drizzle the chefs with brandy.	Brandy drizzle the chefs over your cup.	Your cup drizzle brandy the chefs.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
63	I will hang paintings on my wall.	Paintings were hung by grandma.	Paintings were hung on my wall by grandma.	Paintings were hung on my wall.	My wall was hung by grandma.	My wall was hung with paintings by grandma.	My wall was hung with paintings.	I will hang my wall with paintings.	Grandma was hung my wall with paintings.	I will hang my wall paintings.	I will hang on my wall with paintings.	I will hang my wall of saints.	I will hang my wall under paintings.	My wall will hang grandma with paintings.	Paintings will hang grandma on my wall.	My wall will hang paintings grandma.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
64	I can can load packages in the box.	Packages were loaded by visitors.	Packages were loaded in the box by visitors.	Packages were loaded in the box.	The box was loaded by visitors.	The box was loaded with packages by visitors.	The box was loaded with packages.	I can can load the box with packages.	Visitors were loaded the box with packages.	I can can load the box packages.	I can can load in the box with packages.	I can can load the box of tools.	I can can load the box under packages.	The box can load visitors with packages.	Packages can load visitors in the box.	The box can load packages visitors.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
65	The record company plastered logos on the album cover.	Logos were plastered by the quartet.	Logos were plastered on the album cover by the quartet.	Logos were plastered on the album cover.	The album cover was plastered by the quartet.	The album cover was plastered with logos by the quartet.	The album cover was plastered with logos.	The record company plastered the album cover with logos.	The quartet was plastered the album cover with logos.	The record company plastered the album cover logos.	The record company plastered on the album cover with logos.	The record company plastered the album cover of the publisher.	The record company plastered the album cover under logos.	The album cover plastered the quartet with logos.	Logos plastered the quartet on the album cover.	The album cover plastered logos the quartet.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
66	I pumped steam into the tire.	Steam was pumped by Claire.	Steam was pumped into the tire by Claire.	Steam was pumped into the tire.	The tire back up was pumped by Claire.	The tire back up was pumped with steam by Claire.	The tire back up was pumped with steam.	I pumped the tire back up with steam.	Claire was pumped the tire back up with steam.	I pumped the tire back up steam.	I pumped into the tire with steam.	I pumped the tire back up of the heat.	I pumped the tire back up under steam.	The tire back up pumped Claire with steam.	Steam pumped Claire into the tire.	The tire back up pumped steam Claire.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
67	You simply rub pencil on the writing marks.	Pencil was rubbed by the developers.	Pencil was rubbed on the writing marks by the developers.	Pencil was rubbed on the writing marks.	The writing marks were rubbed by the developers.	The writing marks were rubbed with pencil by the developers.	The writing marks were rubbed with pencil.	You simply rub the writing marks with pencil.	The developers were rubbed the writing marks with pencil.	You simply rub the writing marks pencil.	You simply rub on the writing marks with pencil.	You simply rub the writing marks with eraser.	You simply rub the writing marks under pencil.	The writing marks rub the developers with pencil.	Pencil rub the developers on the writing marks.	The writing marks rub pencil the developers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
68	An evil creature called Gnasty Gnorc scatters the dragons all over the dragon world.	The dragons were scattered by chaos.	The dragons were scattered all over the dragon world by chaos.	The dragons were scattered all over the dragon world.	The dragon world was scattered by chaos.	The dragon world was scattered with the dragons by chaos.	The dragon world was scattered with the dragons.	An evil creature called Gnasty Gnorc scatters the dragon world with the dragons.	Chaos was scattered the dragon world with the dragons.	An evil creature called Gnasty Gnorc scatters the dragon world the dragons.	An evil creature called Gnasty Gnorc scatters all over the dragon world with the dragons.	An evil creature called Gnasty Gnorc scatters the dragon world with wings.	An evil creature called Gnasty Gnorc scatters the dragon world under the dragons.	The dragon world scatters chaos with the dragons.	The dragons scatters chaos all over the dragon world.	The dragon world scatters the dragons chaos.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
69	Lewitt and Dubner promote a strategy to seed helium into the atmosphere.	Helium was seeded by the engineers.	Helium was seeded into the atmosphere by the engineers.	Helium was seeded into the atmosphere.	The atmosphere was seeded by the engineers.	The atmosphere was seeded with helium by the engineers.	The atmosphere was seeded with helium.	Lewitt and Dubner promote a strategy to seed the atmosphere with helium.	The engineers were seeded the atmosphere with helium.	Lewitt and Dubner promote a strategy to seed the atmosphere helium.	Lewitt and Dubner promote a strategy to seed into the atmosphere with helium.	Lewitt and Dubner promote a strategy to seed the atmosphere for balloons.	Lewitt and Dubner promote a strategy to seed the atmosphere under helium.	The atmosphere seed the engineers with helium.	Helium seed the engineers into the atmosphere.	The atmosphere seed helium the engineers.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB3 PNounA1	NounBPass3 VerbPass PSubj3	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass3 VerbPass PNounA1	NounAPass1 VerbPass PSubj3	NounAPass1 VerbPass PNounB3 PSubj3	NounAPass1 VerbPass PNounB3	subj1 verb NounA1 PNounB3	SubjPass3 VerbPass NounA1 PNounB3	subj1 verb NounA1 NounB3	subj1 verb PNounA1 PNounB3	subj1 verb NounA1 EmbPP3	subj1 verb NounA1 WrPrep NounB3	NounA1 verb SubjAcc3 PNounB3	NounB3 verb SubjAcc3 PNounA1	NounA1 verb NounB3 WrongPLS3 SubjAcc3
