ID	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_7	Answer_8	Answer_9	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_label_9	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_value_9	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4
63	The cooks spritz low fat oil over noodles.	The food was sticked by the manifacturer.	Wine was basted over it by locals.	Some of the material was sprayed into the wall.	The audience was showered by Aristotle.	The ceiling was hung with the picture by the photographer.	The bacon was sprinkled with the powder.	Grandma will hang the counter with the picture.	You were rubbed notes with the eraser.	The blacksmith sewed the carpet cloth.	The priest strung over the windows with these lights.	The volunteers swash the pipes from below.	The cat smeared the table under the flour.	The canvas sewed the blacksmith with cloth.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass2 VerbPass PNounA3
64	The villagers spritz vinegar over cheese.	The stuffing was splattered by the tomatoes.	It was wrapped around the body by him.	The ink was brushed over the glass.	Noodles were spritzed by the fishermen.	Europe was scattered with the creature by the orb.	The paw prints were smeared with the flour.	Archaeologists clean the filter monthly and swash the biomedia with paint.	Farmers were sown the soil with weeds.	Moses strung the bridge the ribbon.	They don't smudge on the words with sarcasm.	Someone wraps the perimeter from the ceiling.	The artist will will hang my wall under the posters.	The box wraps him with it.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB5 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA3 PSubj3	NounBPass1 VerbPass PNounA5
65	The technician swab acid over the tray.	Blotches of ink were smudged by them.	Some of the paint was sprayed into the windshield by me.	The chain was strung over the fence.	The meat was basted by the monks.	The bulb was swabbed with the liquid by the phyisician.	The suitcase was loaded with clothes.	The villagers sow the fields with the grain.	The workers were smudged the canvas with grease.	The volunteers swash the well paint.	The customer can can load in the suitcase with the food.	The dog spatters the snow of mud.	The researchers promote a strategy to seed the earth under helium.	The box can load the customer with supplies.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB5 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA4 PSubj5	NounBPass5 VerbPass PNounA2
66	My child smeared ink all over the paper.	The syrup was drizzled by the ladies.	The humor was strewed in the book by the director.	Water was splashed all over your counter.	Bacteria were seeded by Lewitt and Dubner.	It was smeared with ink by the artist.	The story was strewed with satire.	The villagers sow the ground with weeds.	Katrina was sprayed the windshield with some water.	I clean the filter monthly and swash the counter the liquid.	The technician swab over the bottle with acid.	Then they sewed the sheets of silk.	I pumped the stove under the heat.	Everything spurts this with dirt.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass3 VerbPass PNounA1
67	Scientists promote a strategy to seed carbon into the atmosphere.	Moisture was smeared by the artist.	Artwork was plastered on the cassettes by the artist.	Some water was sprayed into the wall.	The biomedia was swashed by me.	Cream was drizzled with coffee by the waiter.	The tissues were swabbed with the liquid.	I can can load bags with the food.	Bob was sticked the truck with the stuff.	I brushed the carpet the powder.	The director strews in the story with satire.	The artist will will hang the ceiling of a rock band.	The cooks spritz the fish under low fat oil.	The waist wraps Logan with bandages.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB3 PNounA4	NounBPass4 VerbPass PSubj4	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass2 VerbPass PNounA5
68	The operator sticks the seeds in a box.	Coffee was drizzled by the waiter.	They were brushed over the carpet by the bartender.	Water was squirted in the inside.	Here was splattered by the noodles.	The hook was hung with it by me.	The mug was swabbed with rubbing alcohol.	The locals spritz the potatoes with the sauce.	Someone was sprayed the bathroom with some liquid.	The artist smeared the paper the flour.	The Egyptians sow on the soil with weeds.	Customers have to squirt the inside of butter.	I will hang my wall under it.	The inside squirt customers with water.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass1 VerbPass PNounA4 PSubj1	NounBPass3 VerbPass PNounA3
69	The quartet plastered the title on the cds.	Wine was basted by locals.	The fabric was sewed onto the straps by the guards.	The grain was sown on the land.	The dirt was smeared by my child.	Canvas was sewed with cloth by the blacksmith.	The sponge was squirted with a tiny bit of oil.	The customer can can load the cart with the food.	The editors were smudged the canvas with suspiscion.	The villagers spritz the potatoes low fat oil.	The tire spatters over the pavement with dirt.	The waiter drizzle the dish from Argentina.	I brushed the carpet under the liquid.	The windshield sprayed someone with some liquid.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB2 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass4 VerbPass PNounA2
70	Merlin scatters the crystals all over the dragon world.	Garlic was spritzed by the cooks.	The yummy almond butter was spread all over the cookies by you.	The ribbon was strung over it.	The bottle was squirted by you.	The box was loaded with packages by visitors.	The tissues were swabbed with the liquid.	The waitress sprinkle the beans with salt.	The scientists were swashed the counter with the liquid.	Someone will hang the counter flowers.	The waitress sprinkle over eggs with salt.	You have to squirt here from below.	The farmers like to baste them under different types of marinades.	The cds plastered the record company with a big label.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA5	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass5 VerbPass PNounA2
71	The cat smeared the flour all over the walls.	The coffee was splashed by the hostess.	A tiny bit of oil was squirted in everything by you.	Butter was spread all over the cookies.	Your cup was drizzled by you.	The wall was sprayed with some of the material by the crew.	Algae were seeded with sulfur.	I clean the filter monthly and swash the pipes with paint.	Locals were basted potatoes with wine.	Noah pumped the tire back up the heat.	The wizard scatters all over earth with gems.	The locals spritz the soup of tomatoes and chilli peppers.	Contestants have to squirt the sponge under the eggs.	The floor spatters The dog with the poison.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA5	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass2 VerbPass PNounA4
72	Users simply rub fingertips on the screen.	These lights were strung by me.	The nails were smeared all over the table by the man.	Carbon was seeded into algae.	The body was wrapped by someone.	The dish was drizzled with brandy by the chefs.	It was strung with silk.	The elves strung the windows with the chain.	Christian was wrapped the perimeter with the chain.	The manifacturer just sticks a box the OEM drive.	Then they sewed onto canvas with the leaves.	The waiter drizzle the dish from France.	Users can load the luggage under the tools.	The book strews the author with sarcasm.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB2 PNounA2	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA1 PSubj3	NounBPass1 VerbPass PNounA1
73	Marshall wraps bandages around the box.	The contents were sticked by Alex.	The humor was strewed in the film by the director.	The fabric was sewed onto canvas.	A plastic container was sprayed by the artist.	I was wrapped with the chain by Christian.	You were spattered with venom.	The monks baste the meat with butter.	Katrina was sprayed the sink with some water.	The technician swab the bulbs rubbing alcohol.	Watson showers onto the reader with excellent information.	Aristotle showers the reader about history.	The fishermen spritz the fish under beer.	The pages rub you with the eraser.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass1 VerbPass PNounA2
74	They don't smudge suspicion on the words.	Water was splashed by Jack.	The sugar was drizzled over the filling by the cooks.	The coffee was splashed all over the floor.	Something was brushed by the librarian.	The inside was squirted with water by customers.	Earth was scattered with gems.	Locals baste potatoes with the sauce.	The students were spread the rice cake with honey.	Locals baste potatoes different types of marinades.	The farmers like to baste over potatoes with the vinegar.	Water spurts the place of garbage.	My child smeared the walls under paint.	The bottle swab the phyisician with the liquid.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB4 PNounA3	NounBPass3 VerbPass PSubj3	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass5 VerbPass PNounA3
75	You will splash milk all over your counter.	Sarcasm was strewed by the author.	The facts were showered onto the students by the author.	The soap was swabbed over the tray.	The biomedia was swashed by the volunteers.	The truck was sticked with the seeds by the operator.	Something was brushed with it.	Marshall wraps the body with something.	My child was smeared the paper with paint.	The crew sprayed the sink some of the paint.	Flanagan strews in the book with sarcasm.	The monks sow the fields from sea water.	The workers don't smudge the paper under suspicion.	The place splash Jack with water.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj5 verb NounB2 PNounA3	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass5 VerbPass PNounA1
76	People baste wine over potatoes.	The letters were hung by the artist.	Monsters were scattered all over the dragon world by Merlin.	Wine was splashed all over the place.	The floor was spattered by the dog.	Cd was plastered with logos by the quartet.	Something was brushed with mascara.	My child smeared the floor with the chocolate.	The operator was sticked the fridge with the seeds.	The workers don't smudge the pages garbage.	Farmers have to squirt in the pot with water.	The wizard scatters the planet made of steel.	The waitress brushed the carpet under it.	The wall sprayed Katrina with some water.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA3	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA1 PSubj1	NounBPass5 VerbPass PNounA5
77	I can can load clothes in the cart.	The sauce was splattered by the pancakes.	The tools were loaded in bags by the buyer.	The sauce was basted over potatoes.	The stain was smeared by the cat.	Vinyl was plastered with the image by the producers.	The atmosphere was seeded with hydrogen.	Then they sewed the straps with cloth.	The operator was sticked the fridge with the seeds.	The workers sewed the sheets cloth.	Users can load in the luggage with clothes.	The angels strung the bridge from Persia.	The blacksmith sewed the sheets under the leaves.	Europe scatters the orb with the creature.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB4 PNounA2	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass3 VerbPass PNounA4
78	The artist smeared mustard all over the floor.	The chips were spritzed by the fishermen.	The facts were showered onto visitors by the author.	Wires were strung over the fireplace.	It was strung by the elves.	The sponge was squirted with a tiny bit of oil by you.	The bathroom was sprayed with some water.	Katrina sprayed the wall with some water.	The bartender was splashed the place with the juice.	The director strews the story plenty of historical backstory.	The farmers like to baste over it with butter.	He wraps the box of silk.	Users simply rub notes under the eraser.	The book strews the novelist with irony.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA5	NounBPass2 VerbPass PSubj2	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass3 VerbPass PNounA5
79	The bartender brushed it over the carpet.	The soap was swabbed by the technician.	Irony was strewed in the figures by the Novelist.	The chemicals were swashed over the counter.	The engine was pumped by the driver.	The floor was spattered with dirt by whoever.	Poles were sewed with the fabric.	The angels strung the fireplace with wires.	The bartender was splashed your counter with the juice.	An evil creature called Gnasty Gnorc scatters Europe the dragons.	Jack will splash all over the place with the juice.	Lewitt and Dubner promote a strategy to seed bacteria with green energy.	The bartender brushed the mirror under the ink.	The windshield spatters whoever with dirt.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA3	NounBPass5 VerbPass PSubj5	NounBPass4 VerbPass PNounA2 PSubj4	NounBPass2 VerbPass PNounA5
80	Scientists promote a strategy to seed sulfur into algae.	Butter was spread by guests.	Flowers were hung on the counter by someone.	Logos were plastered on the cds.	Potatoes were basted by people.	Here was splattered with fine oil by burgers.	Noodles were spritzed with the sauce.	I carefully swab the bulbs with rubbing alcohol.	The breeze was spurted everything with the dust.	The authors simply rub the pages the pad.	The bartender brushed over the surface with liquid.	My child smeared the table of chickpeas.	This spurts the room under the dust.	The tire back up pumped the driver with heat.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB2 PNounA1	NounBPass4 VerbPass PSubj4	NounBPass5 VerbPass PNounA4 PSubj5	NounBPass5 VerbPass PNounA3
81	You sow salt on the ground.	My finger was smeared by my child.	The mustard was sprinkled over the bacon by the cooks.	The coffee was splashed all over the kitchen.	They was pumped by the driver.	The reader was showered with the results by the author.	The place was spurted with the dust.	The dog spatters you with the mud.	The miners were squirted the inside with the glue.	The novelist strews the film plenty of historical backstory.	The artist sprayed into the wall with some of the paint.	Watson showers people about history.	Marshall wraps the perimeter under it.	Everything squirt customers with water.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB5 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass3 VerbPass PNounA4 PSubj3	NounBPass5 VerbPass PNounA1
82	Noah pumped the heat into the pipes.	My finger was smeared by my child.	Salt was sown on the land by you.	The humor was strewed in the characters.	The tissues were swabbed by the technician.	The album cover was plastered with logos by the quartet.	A plastic container was sprayed with some liquid.	Christian wraps the perimeter with bandages.	Someone was spread bread with the eggs.	The editors smudge the pages garbage.	The photographer will hang on my wall with paintings.	The orb scatters Europe of the seas.	Bob just sticks the fridge under the food.	The earth seed scientists with hydrogen.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB4 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA5 PSubj5	NounBPass2 VerbPass PNounA3
83	The narrator showers excellent information onto the audience.	The ink was brushed by the librarian.	The contents were showered onto people by the narrator.	The green liquid was spurted all over the room.	The biomedia was swashed by scientists.	The story was strewed with humor by the director.	The book was strewed with humor.	The waitress brushed yellow plastic cups with the powder.	I was pumped the engine with regular air.	The technician swab the tray the soap.	The artist will will hang on my wall with paintings.	The chefs drizzle the dish from Argentina.	The artist sprayed the wall under some water.	Noodles spritz the villagers with beer.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB5 PNounA2	NounBPass4 VerbPass PSubj4	NounBPass4 VerbPass PNounA1 PSubj4	NounBPass5 VerbPass PNounA2
84	The cooks sprinkle sugar over soup.	The grain was sown by the monks.	It was brushed over the carpet by me.	The product was seeded into bacteria.	They were strung by the angels.	The sink was sprayed with some water by Katrina.	The table was splashed with milk.	I carefully swab the tissues with the oil.	Someone was spread the rice cake with the yummy almond butter.	The cat smeared the floor the chocolate.	Customers have to squirt in everything with a tiny bit of oil.	The hostess will splash the floor with gas.	The monks sow the ground under salt.	Noodles spritz the villagers with beer.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB2 PNounA1	NounBPass5 VerbPass PSubj5	NounBPass3 VerbPass PNounA2 PSubj3	NounBPass3 VerbPass PNounA3
85	Grandma will hang the posters on the counter.	The humor was strewed by the director.	Salt was sown on the soil by you.	It was hung on canvas.	The book was strewed by Homer.	The bottle was squirted with the glue by the miners.	The pavement was spattered with the poison.	This spurts everything with dirt.	Noah was pumped the stove with gasoline.	He showers the audience curiosity.	The tire spatters over the floor with whatever was on the wheel.	Visitors can can load bags for the wedding.	Jack will splash the floor under wine.	The tissues swab the phyisician with the liquid.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA5	NounBPass1 VerbPass PSubj1	NounBPass5 VerbPass PNounA2 PSubj5	NounBPass3 VerbPass PNounA1
86	I clean the filter monthly and swash the fluid over the sink.	Some of the paint was sprayed by me.	The sauce was basted over it by the monks.	The eraser was rubbed on the pages.	It was strung by the elves.	It was swashed with the fluid by the engineers.	The album cover was plastered with the title.	The Egyptians sow the land with the seeds.	The workers were smudged the canvas with grease.	The Egyptians sow the fields the seeds.	Someone wraps around the waist with it.	Grandma will hang the ceiling by Picasso.	I sprayed the wall under some of the chemicals.	The cassettes plastered the producers with the image.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB1 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass2 VerbPass PNounA4 PSubj2	NounBPass1 VerbPass PNounA2
87	The designers simply rub the pen on paper.	Fingertips were rubbed by users.	The OEM drive was sticked in a box by the other place.	Monsters were scattered all over earth.	The earth was sown by the monks.	The rice cake was spread with the butter by guests.	The soil was sown with the vines.	Claire pumped the stove with regular air.	The locals were spritzed cheese with the sauce.	The narrator showers the students enthusiasm.	The engineers promote a strategy to seed into the soil with the product.	The crew sprayed the windshield for the refinery.	The farmers like to baste the meat under butter.	The meat baste us with different types of marinades.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj1 verb NounB1 PNounA4	NounBPass3 VerbPass PSubj3	NounBPass1 VerbPass PNounA5 PSubj1	NounBPass4 VerbPass PNounA1
88	The monks baste different types of marinades over it.	The vines were sown by the villagers.	Coffee was drizzled over your cup by the waiter.	The dirt was smudged on the words.	The tray was swabbed by Mary.	The cake was drizzled with brandy by the chefs.	His neck was wrapped with rope.	I strung the windows with wires.	The farmers were squirted here with the eggs.	Homer strews the story irony.	The photographer will hang on canvas with flowers.	The authors simply rub the writing marks of her pencil.	The waiter drizzle filling under the sugar.	The box can load visitors with packages.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB1 PNounA3	NounBPass4 VerbPass PSubj4	NounBPass2 VerbPass PNounA3 PSubj2	NounBPass5 VerbPass PNounA1
89	The fishermen spritz mustard over the potatoes.	The mud was spattered by the tire.	Dirt was spattered over the snow by whoever.	Pencil was rubbed on something.	They were strung by the priest.	The mug was swabbed with acid by Mary.	Poles were sewed with heavier material.	The waitress brushed the surface with the ink.	He was wrapped his neck with it.	You simply rub notes the eraser.	Users can load in the box with the food.	An evil creature called Gnasty Gnorc scatters the galaxy of the seas.	I clean the filter monthly and swash the counter under some tank water.	The bottle swab me with rubbing alcohol.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB5 PNounA2	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass2 VerbPass PNounA4
90	The chefs sprinkle salt over soup.	The product was seeded by the developers.	Dirt was spattered over the snow by whoever.	Paintings were hung on the counter.	The tire back up was pumped by Noah.	It was splashed with water by Jack.	The audience was showered with excellent information.	I carefully swab the mug with the liquid.	They were smudged the canvas with blotches of ink.	The director strews the book satire.	The soldiers sewed onto canvas with heavier material.	We like to baste potatoes from Italy.	You simply rub notes under fingertips.	The pages smudge reporters with garbage.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB5 PNounA5	NounBPass3 VerbPass PSubj3	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass5 VerbPass PNounA4
91	The waitress brushed it over the surface.	The dust was smudged by the editors.	The product was seeded into algae by the developers.	The liquid was swashed over the well.	They were brushed by the librarian.	Something was brushed with it by me.	The film was strewed with plenty of historical backstory.	Scientists clean the filter monthly and swash the counter with the liquid.	Visitors were loaded the luggage with packages.	He showers people enthusiasm.	They don't smudge on pictures with sarcasm.	You simply rub the writing marks in the keyboard.	The director strews the story under the humor.	The luggage can load me with clothes.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB3 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass4 VerbPass PNounA5 PSubj4	NounBPass3 VerbPass PNounA4
92	The researchers promote a strategy to seed hydrogen into the soil.	They were brushed by the bartender.	Garlic was spritzed over cheese by the cooks.	The fabric was sewed onto the straps.	It was basted by people.	It was sown with the vines by the villagers.	The bulb was swabbed with the soap.	I spritz the potatoes with low fait oil.	Grandma was hung the ceiling with paintings.	The inspector swab the tissues acid.	Somebody spatters over the floor with the mud.	Homer strews the story toward strangers.	Someone sprayed the sink under some of the chemicals.	You spatters It with whatever was on the wheel.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj3 verb NounB5 PNounA1	NounBPass1 VerbPass PSubj1	NounBPass2 VerbPass PNounA1 PSubj2	NounBPass1 VerbPass PNounA5
93	Watson showers the facts onto the students.	The seeds were sticked by the operator.	Cloth was sewed onto the carpet by the blacksmith.	The fluid was swashed over the biomedia.	Potatoes were basted by us.	Eggs were sprinkled with the powder by the chefs.	The ceiling was hung with it.	The designers simply rub the pages with pencil.	The peppers were splattered the stove with water.	The pancakes splatter here the sauce.	The crew sprayed into the bathroom with some of the material.	Logan wraps the waist with ease.	I carefully swab the tray under the soap.	Notes rub users with fingertips.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj2 verb NounB3 PNounA4	NounBPass2 VerbPass PSubj2	NounBPass5 VerbPass PNounA1 PSubj5	NounBPass4 VerbPass PNounA2
94	The driver pumped the gas into the engine.	The image was plastered by the producers.	The chain was strung over the windows by the angels.	Honey was spread all over the pastry.	The ceiling was hung by the photographer.	Bread was spread with the eggs by some.	The inside was squirted with butter.	The priest strung the bridge with the ribbon.	Mary was swabbed the tissues with acid.	Mary carefully swab the tissues the soap.	Sprinkle over soup with a little hot pepper.	The bartender brushed the glass of the cuttlefish.	The engineers swash the well under some tank water.	The kitchen splash the bartender with the juice.	The meat baste us with different types of marinades.	Different types of marinades baste us over the meat.	The meat baste different types of marinades us.	Correct	CRagentact	CRalternation1	CRalternation2	CRNoEmb	CRLexPrep	CrSSM1	CrSSM2	CrAASSM1	True	False	False	False	False	False	False	False	False	subj4 verb NounB3 PNounA2	NounBPass5 VerbPass PSubj5	NounBPass2 VerbPass PNounA2 PSubj2	NounBPass4 VerbPass PNounA5
